time,cpu_total_pct,cores_of_work,cores_busy,ram_used_mb,ram_pct,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
09:28:41,317,3.17,0,7130,23,29,52,30,46,50,19,34,57
09:28:43,310,3.10,0,7129,23,61,36,38,35,26,27,22,65
09:28:45,309,3.09,0,7131,23,46,26,28,23,79,34,25,48
09:28:47,314,3.14,0,7136,23,40,29,33,32,30,63,51,37
09:28:49,316,3.16,0,7128,23,35,33,32,33,32,46,80,25
09:28:51,304,3.04,0,7130,23,33,36,23,59,50,55,22,26
09:28:53,317,3.17,0,7123,23,23,23,32,76,41,26,40,55
09:28:55,307,3.07,0,7137,23,50,30,22,30,30,50,39,54
09:28:57,319,3.19,0,7136,23,35,37,29,31,54,42,30,61
09:28:59,328,3.28,0,7142,23,60,44,51,33,37,51,22,29
09:29:01,323,3.23,0,7147,23,31,27,60,38,35,51,55,26
09:29:03,312,3.12,0,7113,23,36,26,40,70,17,27,57,39
09:29:05,311,3.11,0,7115,23,62,25,34,25,28,28,77,32
09:29:07,310,3.10,0,7137,23,38,53,23,34,69,30,27,36
09:29:09,321,3.21,1,7106,23,42,26,20,41,35,41,81,35
09:29:11,316,3.16,1,7114,23,38,37,37,90,25,42,19,28
09:29:13,316,3.16,0,7123,23,31,41,54,60,27,41,22,40
09:29:15,304,3.04,0,7132,23,59,34,48,36,30,45,31,22
09:29:17,318,3.18,1,7121,23,26,27,30,82,28,50,50,26
