time,cpu_total_pct,cores_of_work,cores_busy,ram_used_mb,ram_pct,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
09:29:19,339,3.39,0,7112,23,65,29,42,44,51,42,32,33
09:29:21,308,3.08,0,7117,23,28,40,48,28,61,29,26,49
09:29:23,312,3.12,1,7118,23,22,99,36,36,29,36,26,28
09:29:25,412,4.12,0,7392,24,42,61,78,33,42,66,57,33
09:29:27,355,3.55,0,7128,23,36,66,45,51,39,33,32,53
09:29:29,314,3.14,0,7111,23,24,39,77,39,18,43,42,32
09:29:31,313,3.13,1,7113,23,21,22,34,28,39,44,32,93
09:29:33,310,3.10,0,7122,23,58,24,52,29,35,26,30,56
09:29:35,306,3.06,1,7122,23,25,24,26,38,24,42,29,100
09:29:37,352,3.52,0,7131,23,74,42,46,36,32,27,58,37
09:29:39,312,3.12,0,7129,23,34,33,32,60,59,43,18,34
09:29:41,322,3.22,0,7131,23,39,35,54,32,64,46,22,30
09:29:43,315,3.15,0,7111,23,26,28,34,55,77,35,34,26
09:29:45,311,3.11,0,7109,23,56,74,35,29,29,38,21,29
09:29:47,308,3.08,0,7116,23,26,35,26,60,53,52,30,26
09:29:49,326,3.26,0,7100,23,54,28,32,27,39,43,66,36
09:29:51,316,3.16,1,7107,23,33,19,25,34,30,33,54,88
09:29:53,308,3.08,0,7116,23,53,30,22,22,37,33,54,57
09:29:55,302,3.02,0,7127,23,29,58,36,26,30,37,25,61
09:29:57,315,3.15,1,7138,23,35,35,44,85,29,27,27,33
09:29:59,316,3.16,0,7130,23,32,23,25,41,70,32,66,26
09:30:01,305,3.05,0,7137,23,29,34,51,74,31,31,23,33
09:30:03,320,3.20,0,7117,23,50,50,49,28,28,57,23,35
09:30:05,304,3.04,1,7126,23,42,38,90,27,27,26,25,29
09:30:07,359,3.59,0,7125,23,59,32,71,35,52,37,38,34
09:30:09,364,3.64,0,7129,23,52,32,65,58,44,31,37,44
09:30:11,320,3.20,0,7139,23,34,27,58,46,34,31,31,59
09:30:13,305,3.05,0,7143,23,31,31,25,68,41,23,36,51
09:30:15,324,3.24,1,7126,23,36,38,32,25,98,27,33,35
09:30:17,307,3.07,0,7126,23,52,43,29,38,30,19,24,71
09:30:19,338,3.38,1,7129,23,29,40,28,94,40,35,31,42
09:30:21,308,3.08,0,7139,23,60,34,22,34,37,36,48,36
09:30:23,310,3.10,0,7140,23,74,31,32,48,29,34,30,33
09:30:25,318,3.18,1,7128,23,38,37,25,99,30,30,29,30
09:30:27,402,4.02,0,7334,23,68,46,57,56,32,62,51,31
09:30:29,375,3.75,0,7121,23,62,63,38,38,36,36,72,30
09:30:31,302,3.02,0,7131,23,70,20,24,40,44,29,52,23
09:30:33,308,3.08,0,7138,23,43,68,36,53,18,30,33,30
09:30:35,313,3.13,0,7150,23,39,36,34,37,54,32,59,23
09:30:37,327,3.27,1,7119,23,32,46,80,42,33,39,30,25
09:30:39,317,3.17,0,7098,23,41,32,54,65,21,24,38,42
09:30:41,314,3.14,1,7132,23,32,81,39,44,17,16,37,47
09:30:43,308,3.08,1,7123,23,81,29,34,25,35,26,35,41
09:30:45,346,3.46,0,7111,23,60,30,32,37,44,31,40,72
09:30:47,312,3.12,0,7128,23,23,43,24,22,64,27,67,42
09:30:49,317,3.17,0,7128,23,22,63,29,31,41,42,35,54
09:30:51,301,3.01,0,7136,23,43,36,73,29,19,56,21,23
09:30:53,314,3.14,0,7152,23,25,41,72,31,27,25,56,37
09:30:55,309,3.09,0,7126,23,26,31,26,62,35,33,49,48
09:30:57,314,3.14,1,7127,23,22,27,36,98,36,29,34,34
09:30:59,314,3.14,0,7105,23,26,38,70,36,41,24,28,53
09:31:01,306,3.06,1,7095,23,28,27,99,40,25,37,31,19
09:31:03,308,3.08,0,7105,23,64,30,71,38,34,17,25,28
09:31:05,324,3.24,0,7110,23,56,54,40,58,28,28,31,28
09:31:07,304,3.04,1,7110,23,99,34,39,25,23,27,22,35
09:31:09,321,3.21,0,7114,23,56,57,48,27,18,24,33,58
09:31:11,324,3.24,0,7112,23,20,32,27,42,62,34,68,40
09:31:13,317,3.17,0,7110,23,35,30,32,35,65,32,49,38
09:31:15,312,3.12,1,7134,23,64,23,42,26,82,25,25,25
09:31:17,314,3.14,0,7136,23,38,32,25,55,67,30,27,39
09:31:19,314,3.14,0,7113,23,58,40,62,34,35,25,24,37
09:31:21,302,3.02,0,7111,23,58,49,27,41,42,27,32,26
09:31:23,310,3.10,0,7115,23,35,59,38,28,57,25,37,32
09:31:25,309,3.09,0,7114,23,44,37,30,79,29,40,18,32
09:31:27,306,3.06,1,7115,23,33,26,54,38,27,18,28,83
09:31:29,407,4.07,1,7207,23,62,55,27,48,36,94,42,42
09:31:31,401,4.01,1,7132,23,81,60,35,36,44,56,35,53
09:31:33,311,3.11,0,7135,23,28,78,47,29,24,27,47,31
09:31:35,316,3.16,1,7130,23,49,26,37,85,32,29,30,27
09:31:37,328,3.28,1,7129,23,38,80,34,45,34,35,26,36
09:31:39,307,3.07,0,7132,23,61,41,28,29,58,35,22,34
09:31:41,320,3.20,0,7122,23,39,62,62,39,29,28,35,25
09:31:43,315,3.15,0,7124,23,23,54,42,52,37,29,35,43
09:31:45,312,3.12,1,7128,23,27,20,34,42,98,40,26,26
09:31:47,321,3.21,0,7135,23,36,32,33,37,41,33,58,52
09:31:49,304,3.04,0,7136,23,18,24,29,40,29,50,78,36
09:31:51,321,3.21,1,7112,23,25,31,32,85,46,30,37,35
09:31:53,316,3.16,1,7117,23,30,31,39,32,40,31,28,86
09:31:55,306,3.06,0,7124,23,17,58,36,34,27,39,41,54
09:31:57,306,3.06,0,7132,23,53,33,25,22,35,42,39,58
09:31:59,331,3.31,0,7140,23,42,49,35,40,53,31,57,25
09:32:01,322,3.22,0,7127,23,53,25,26,28,42,33,50,64
09:32:03,308,3.08,0,7131,23,30,55,34,40,36,18,67,28
09:32:05,315,3.15,0,7132,23,39,57,28,33,48,26,56,28
09:32:07,301,3.01,0,7133,23,53,40,27,16,64,18,24,59
09:32:09,343,3.43,0,7140,23,43,41,38,36,54,27,30,75
09:32:11,315,3.15,0,7141,23,50,38,19,26,70,47,46,20
09:32:13,330,3.30,0,7172,23,41,55,24,42,62,33,42,30
09:32:15,377,3.77,1,7114,23,32,34,34,33,98,62,33,52
09:32:17,306,3.06,0,7126,23,34,25,37,56,60,26,25,44
09:32:19,307,3.07,0,7140,23,16,55,29,56,36,31,34,50
09:32:21,316,3.16,0,7131,23,42,28,31,23,78,20,53,40
09:32:23,313,3.13,0,7141,23,24,28,62,24,32,42,69,32
09:32:25,308,3.08,0,7116,23,30,44,47,33,46,47,31,28
09:32:27,312,3.12,0,7129,23,34,32,80,24,46,29,39,29
09:32:29,357,3.57,0,7155,23,54,64,24,34,41,70,37,33
09:32:31,385,3.85,0,7132,23,68,42,63,49,51,46,30,36
09:32:33,403,4.03,2,7136,23,35,85,33,95,37,35,36,47
09:32:35,322,3.22,0,7131,23,42,31,34,20,71,28,62,33
09:32:37,322,3.22,1,7122,23,24,24,36,89,39,39,36,33
09:32:39,297,2.97,0,7130,23,27,25,21,76,28,25,70,26
09:32:41,315,3.15,0,7116,23,25,28,41,34,57,32,60,38
09:32:43,321,3.21,0,7129,23,25,63,46,59,34,27,35,32
09:32:45,317,3.17,0,7141,23,39,53,54,52,35,39,25,21
09:32:47,377,3.77,0,7144,23,59,69,41,47,35,39,40,48
09:32:49,298,2.98,0,7143,23,24,18,59,37,80,17,26,38
09:32:51,315,3.15,0,7135,23,39,28,66,57,27,35,39,23
09:32:53,309,3.09,0,7135,23,27,32,48,75,29,40,30,28
09:32:55,305,3.05,0,7158,23,34,39,32,36,34,52,26,53
09:32:57,309,3.09,1,7128,23,24,41,20,24,32,30,99,40
09:32:59,327,3.27,0,7127,23,36,32,25,37,68,41,27,61
09:33:01,315,3.15,1,7127,23,24,25,85,37,36,46,37,25
09:33:03,297,2.97,1,7132,23,24,23,32,33,36,26,87,36
09:33:05,317,3.17,1,7141,23,26,17,47,46,31,85,29,36
09:33:07,306,3.06,0,7144,23,40,44,26,45,28,44,25,55
09:33:09,312,3.12,1,7143,23,93,28,43,44,24,27,15,38
09:33:11,330,3.30,0,7119,23,30,30,31,64,35,63,50,27
09:33:13,321,3.21,1,7126,23,36,25,31,26,43,40,38,83
09:33:15,303,3.03,1,7125,23,27,30,31,33,100,32,22,29
09:33:17,313,3.13,0,7143,23,68,42,25,39,68,27,20,23
09:33:19,305,3.05,0,7146,23,54,16,35,35,46,29,51,39
09:33:21,316,3.16,1,7119,23,40,19,37,84,34,23,48,29
09:33:23,309,3.09,0,7118,23,55,31,55,27,35,56,26,24
09:33:25,309,3.09,0,7127,23,21,37,30,33,60,48,27,52
09:33:27,330,3.30,0,7119,23,39,26,42,49,22,69,39,43
09:33:29,304,3.04,0,7127,23,34,42,55,32,33,27,29,52
09:33:31,323,3.23,0,7120,23,27,47,44,62,22,38,30,53
09:33:33,337,3.37,1,7125,23,29,28,35,42,35,97,32,39
09:33:35,415,4.15,1,7243,23,38,39,65,43,37,69,92,33
09:33:37,334,3.34,1,7125,23,98,28,38,32,32,31,31,44
09:33:39,329,3.29,0,7137,23,46,28,30,60,56,41,41,26
09:33:41,354,3.54,0,7112,23,59,40,33,33,42,31,63,53
09:33:43,323,3.23,1,7113,23,37,36,32,33,24,34,30,99
09:33:45,323,3.23,0,7133,23,34,24,31,64,56,37,35,41
09:33:47,321,3.21,0,7133,23,44,26,38,25,30,70,54,34
09:33:49,304,3.04,0,7143,23,22,57,27,35,25,48,36,55
09:33:51,333,3.33,0,7131,23,58,34,32,59,34,49,25,41
09:33:53,310,3.10,0,7131,23,59,28,33,32,42,25,32,58
09:33:55,309,3.09,1,7139,23,31,36,28,30,45,85,31,24
09:33:57,305,3.05,0,7136,23,31,26,30,29,52,66,37,34
09:33:59,312,3.12,0,7141,23,52,27,33,28,30,51,41,50
09:34:01,327,3.27,0,7136,23,36,57,35,66,35,24,40,32
09:34:03,303,3.03,1,7140,23,31,27,31,34,83,30,42,26
09:34:05,302,3.02,0,7152,23,30,41,32,65,65,29,13,26
09:34:07,309,3.09,0,7138,23,57,20,77,32,22,32,28,39
09:34:09,322,3.22,1,7143,23,31,37,30,31,95,31,34,32
09:34:11,307,3.07,1,7151,23,22,23,26,40,58,20,83,34
09:34:13,339,3.39,0,7151,23,68,54,41,38,33,30,43,32
09:34:15,308,3.08,0,7160,23,30,36,31,77,28,27,50,29
09:34:17,319,3.19,1,7138,23,40,26,25,30,84,35,46,33
09:34:19,305,3.05,0,7145,23,32,35,51,17,50,46,46,27
09:34:21,307,3.07,0,7143,23,30,35,22,36,66,52,29,36
09:34:23,393,3.93,0,7138,23,48,53,41,44,51,34,67,55
09:34:25,314,3.14,0,7158,23,33,57,34,32,59,26,32,40
09:34:27,317,3.17,0,7148,23,47,37,26,50,57,29,41,29
09:34:29,317,3.17,0,7148,23,50,56,22,43,33,26,62,26
09:34:31,313,3.13,1,7148,23,42,23,28,35,83,33,34,35
09:34:33,387,3.87,1,7136,23,99,32,32,43,43,40,55,45
09:34:35,312,3.12,1,7142,23,29,37,20,99,31,30,29,37
09:34:37,456,4.56,2,7418,24,39,53,48,67,80,88,36,44
09:34:39,340,3.40,0,7139,23,30,31,33,67,45,46,53,36
09:34:41,307,3.07,0,7147,23,16,28,41,71,60,29,31,31
09:34:43,334,3.34,0,7141,23,60,32,31,66,40,25,30,50
09:34:45,307,3.07,1,7147,23,84,32,35,28,28,27,45,27
09:34:47,304,3.04,0,7139,23,54,62,36,40,27,23,36,26
09:34:49,310,3.10,1,7145,23,32,29,86,32,24,27,29,52
09:34:51,310,3.10,1,7154,23,37,30,25,32,82,31,36,37
09:34:53,317,3.17,0,7132,23,29,22,73,29,43,68,27,27
09:34:55,312,3.12,0,7144,23,35,29,53,29,31,21,37,76
09:34:57,311,3.11,1,7123,23,30,28,33,92,24,36,24,44
09:34:59,304,3.04,1,7133,23,29,41,40,86,20,45,29,15
09:35:01,306,3.06,1,7133,23,29,94,27,47,27,23,29,29
09:35:03,336,3.36,1,7150,23,38,87,30,30,34,48,41,28
09:35:05,297,2.97,0,7145,23,31,24,27,59,38,68,30,21
09:35:07,313,3.13,0,7126,23,54,27,27,26,78,42,32,28
09:35:09,347,3.47,1,7128,23,35,85,35,36,54,35,32,36
09:35:11,314,3.14,1,7138,23,29,28,30,22,88,46,36,36
09:35:13,326,3.26,0,7130,23,54,33,27,43,40,58,34,38
09:35:15,312,3.12,0,7138,23,55,28,29,73,31,25,42,29
09:35:17,319,3.19,0,7136,23,59,30,37,38,34,56,28,37
09:35:19,314,3.14,1,7137,23,34,40,34,99,26,29,25,27
09:35:21,309,3.09,1,7134,23,27,29,34,36,27,87,34,35
09:35:23,313,3.13,0,7145,23,20,21,32,49,31,39,58,64
09:35:25,310,3.10,0,7143,23,35,21,40,70,25,27,33,60
09:35:27,310,3.10,0,7147,23,28,26,60,35,23,37,36,66
09:35:29,312,3.12,0,7132,23,36,62,49,34,26,26,28,52
09:35:31,309,3.09,0,7142,23,57,34,39,32,61,30,29,26
09:35:33,321,3.21,1,7129,23,100,24,28,36,35,39,39,21
09:35:35,308,3.08,0,7134,23,78,25,61,30,33,22,24,35
09:35:37,334,3.34,0,7131,23,67,39,28,29,34,41,37,60
09:35:39,413,4.13,1,7343,23,59,44,84,46,34,32,36,78
09:35:41,356,3.56,0,7142,23,34,24,73,31,65,29,46,55
09:35:43,350,3.50,1,7145,23,36,31,34,38,98,43,40,30
09:35:45,313,3.13,0,7146,23,61,32,38,19,51,41,23,48
09:35:47,315,3.15,1,7150,23,90,35,38,27,23,33,29,39
09:35:49,313,3.13,0,7140,23,50,34,29,54,56,28,33,29
09:35:51,309,3.09,0,7145,23,37,29,60,26,52,32,35,38
09:35:53,320,3.20,1,7125,23,30,96,30,41,30,33,35,24
09:35:55,300,3.00,1,7126,23,27,99,37,36,40,23,18,19
09:35:57,304,3.04,1,7135,23,49,41,28,23,26,23,87,27
09:35:59,321,3.21,0,7138,23,69,26,31,28,43,36,64,23
09:36:01,338,3.38,0,7143,23,53,46,76,32,42,32,30,25
09:36:03,323,3.23,0,7129,23,34,30,68,61,44,29,23,34
09:36:05,305,3.05,0,7142,23,56,47,56,39,31,34,23,19
09:36:07,299,2.99,1,7141,23,41,100,14,28,28,36,38,15
09:36:09,313,3.13,1,7142,23,35,36,38,30,91,26,27,31
09:36:11,308,3.08,0,7153,23,29,23,55,30,35,25,72,39
09:36:13,321,3.21,1,7140,23,25,23,34,82,34,30,42,51
09:36:15,319,3.19,1,7139,23,95,27,29,29,44,32,27,36
09:36:17,307,3.07,0,7152,23,50,20,35,57,60,33,22,32
09:36:19,315,3.15,0,7147,23,27,35,34,30,37,60,30,63
09:36:21,311,3.11,1,7157,23,88,32,50,24,29,24,32,31
09:36:23,317,3.17,1,7137,23,34,29,99,34,28,31,36,28
09:36:25,321,3.21,1,7148,23,25,35,51,34,38,92,29,18
09:36:27,330,3.30,0,7152,23,42,38,36,38,26,58,30,64
09:36:29,347,3.47,0,7135,23,61,33,37,60,38,31,30,56
09:36:31,317,3.17,0,7152,23,63,34,28,60,35,30,34,32
09:36:33,320,3.20,0,7128,23,36,25,33,38,59,34,30,66
09:36:35,304,3.04,0,7152,23,60,14,23,22,34,40,52,59
09:36:37,329,3.29,0,7137,23,60,32,31,29,33,34,39,72
09:36:39,312,3.12,0,7120,23,46,38,40,60,51,31,24,22
09:36:41,386,3.86,0,7261,23,61,35,36,42,79,35,38,61
09:36:43,382,3.82,0,7154,23,44,72,36,38,32,70,28,63
09:36:45,333,3.33,1,7143,23,37,25,29,49,38,34,89,32
09:36:47,324,3.24,0,7154,23,63,43,40,45,39,27,34,34
09:36:49,308,3.08,1,7140,23,26,99,20,27,28,35,36,36
09:36:51,316,3.16,1,7134,23,24,99,30,31,34,35,30,32
09:36:53,326,3.26,0,7158,23,27,61,59,56,38,26,29,31
09:36:55,314,3.14,0,7151,23,26,29,34,48,23,54,39,61
09:36:57,307,3.07,0,7162,23,32,53,14,30,33,66,44,36
09:36:59,314,3.14,0,7137,23,56,35,76,18,37,24,35,33
09:37:01,317,3.17,0,7148,23,41,58,44,34,36,19,36,50
09:37:03,311,3.11,0,7154,23,25,26,55,19,31,67,52,35
09:37:05,323,3.23,0,7123,23,29,78,52,27,24,31,32,50
09:37:07,300,3.00,0,7141,23,30,45,34,58,58,28,26,22
09:37:09,319,3.19,0,7138,23,68,30,38,67,18,31,30,38
09:37:11,313,3.13,0,7141,23,54,31,24,67,39,24,40,34
09:37:13,298,2.98,0,7147,23,27,29,22,30,47,31,55,56
09:37:15,367,3.67,0,7126,23,38,56,35,34,34,31,71,68
09:37:17,312,3.12,0,7137,23,24,62,80,20,35,37,33,20
09:37:19,315,3.15,1,7137,23,27,27,82,46,29,41,34,28
09:37:21,310,3.10,0,7137,23,57,35,28,54,22,20,32,62
09:37:23,309,3.09,0,7137,23,60,33,28,33,64,23,29,39
09:37:25,317,3.17,0,7133,23,37,29,71,28,34,46,42,31
09:37:27,320,3.20,0,7130,23,38,53,41,67,39,23,38,20
09:37:29,313,3.13,0,7135,23,62,38,26,59,25,26,33,44
09:37:31,308,3.08,1,7138,23,34,32,30,35,24,35,36,82
09:37:33,304,3.04,0,7144,23,28,50,18,36,25,36,37,74
09:37:35,320,3.20,1,7146,23,35,99,32,21,37,29,31,37
09:37:37,329,3.29,0,7133,23,64,58,48,38,26,27,27,41
09:37:39,354,3.54,1,7121,23,35,50,55,81,32,37,29,35
09:37:41,309,3.09,0,7128,23,29,24,34,73,27,27,37,58
09:37:43,372,3.72,0,7158,23,42,45,74,44,36,61,33,36
09:37:45,418,4.18,2,7150,23,33,87,54,40,41,89,34,41
09:37:47,305,3.05,0,7151,23,29,36,44,29,36,58,48,26
09:37:49,307,3.07,0,7146,23,21,33,27,54,39,30,40,63
09:37:51,307,3.07,1,7142,23,26,37,26,30,29,99,19,41
09:37:53,304,3.04,0,7149,23,31,43,39,67,28,53,24,19
09:37:55,310,3.10,1,7131,23,29,48,24,81,39,28,29,32
09:37:57,313,3.13,0,7148,23,77,38,31,47,23,30,22,46
09:37:59,303,3.03,0,7149,23,23,28,39,64,24,62,20,42
09:38:01,310,3.10,0,7139,23,37,35,19,52,77,27,24,40
09:38:03,309,3.09,0,7154,23,59,43,33,22,42,19,32,59
09:38:05,321,3.21,1,7144,23,32,25,44,29,31,30,40,90
09:38:07,306,3.06,0,7146,23,59,65,26,26,36,31,29,34
09:38:09,305,3.05,0,7152,23,33,35,23,34,80,51,21,28
09:38:11,309,3.09,0,7152,23,70,38,36,26,20,69,28,23
09:38:13,311,3.11,0,7196,23,66,31,36,30,31,33,18,66
09:38:15,391,3.91,1,7135,23,41,28,48,62,35,44,44,88
09:38:17,304,3.04,1,7144,23,22,26,38,81,31,41,36,28
09:38:19,304,3.04,0,7162,23,30,29,24,69,28,36,64,22
09:38:21,318,3.18,0,7168,23,31,34,29,55,64,40,44,22
09:38:23,302,3.02,1,7175,23,24,25,27,32,25,60,81,28
09:38:25,321,3.21,0,7149,23,41,27,52,61,25,38,45,32
09:38:27,303,3.03,0,7165,23,27,59,32,63,24,31,36,30
09:38:29,314,3.14,0,7169,23,36,28,28,41,21,67,30,64
09:38:31,318,3.18,0,7159,23,45,50,32,31,62,36,28,34
09:38:33,309,3.09,0,7148,23,47,64,49,27,38,33,25,26
09:38:35,329,3.29,0,7146,23,31,36,47,26,61,38,63,27
09:38:37,336,3.36,1,7148,23,26,48,26,91,45,36,31,34
09:38:39,311,3.11,1,7148,23,28,44,28,32,35,27,100,18
09:38:41,306,3.06,0,7151,23,30,25,37,37,66,22,70,20
09:38:43,309,3.09,0,7162,23,31,33,28,62,31,29,42,53
09:38:45,388,3.88,0,7150,23,41,38,50,44,48,34,72,60
09:38:47,427,4.27,1,7157,23,61,96,41,38,60,37,47,46
09:38:49,302,3.02,0,7163,23,37,20,18,73,25,31,32,66
09:38:51,311,3.11,0,7149,23,36,38,34,46,44,21,60,32
09:38:53,298,2.98,1,7167,23,31,32,31,88,34,22,18,42
09:38:55,321,3.21,0,7135,23,36,28,24,39,59,72,28,35
09:38:57,312,3.12,1,7135,23,24,26,28,30,37,99,44,25
09:38:59,315,3.15,0,7135,23,34,48,68,27,44,43,21,30
09:39:01,313,3.13,0,7147,23,37,33,26,55,78,29,30,25
09:39:03,310,3.10,1,7152,23,25,27,30,100,50,26,20,33
09:39:05,314,3.14,0,7147,23,32,34,19,65,74,30,26,34
09:39:07,315,3.15,1,7143,23,28,24,47,30,81,40,28,36
09:39:09,329,3.29,0,7136,23,35,39,59,32,64,32,36,32
09:39:11,317,3.17,0,7134,23,30,33,65,29,45,37,54,24
09:39:13,308,3.08,1,7138,23,26,33,21,27,61,32,82,25
09:39:15,328,3.28,0,7122,23,34,67,30,32,64,31,40,30
09:39:17,315,3.15,1,7120,23,36,90,44,35,29,29,23,29
09:39:19,334,3.34,0,7129,23,39,36,49,38,27,31,63,52
09:39:21,315,3.15,0,7132,23,33,26,35,71,22,29,26,73
09:39:23,311,3.11,1,7137,23,32,23,27,26,93,35,36,39
09:39:25,306,3.06,1,7130,23,32,34,30,28,19,99,38,26
09:39:27,309,3.09,1,7120,23,32,33,31,35,28,100,21,29
09:39:29,302,3.02,0,7131,23,22,69,26,43,37,47,33,27
09:39:31,313,3.13,1,7135,23,60,26,29,81,40,26,25,28
09:39:33,305,3.05,0,7144,23,28,34,58,35,29,64,28,28
09:39:35,317,3.17,0,7150,23,36,61,38,64,37,27,22,31
09:39:37,332,3.32,1,7125,23,29,31,30,38,90,40,30,43
09:39:39,316,3.16,0,7132,23,77,33,32,35,26,33,30,51
09:39:41,317,3.17,0,7131,23,37,29,62,34,59,28,35,32
09:39:43,300,3.00,1,7137,23,21,24,94,29,37,40,30,23
09:39:45,325,3.25,1,7131,23,42,30,27,98,32,29,25,42
09:39:47,315,3.15,1,7134,23,37,29,29,92,21,32,40,34
09:39:49,427,4.27,1,7433,24,53,38,38,76,86,46,50,40
09:39:51,348,3.48,1,7120,23,35,29,31,25,48,37,98,43
09:39:53,360,3.60,0,7136,23,38,70,38,58,32,34,44,45
09:39:55,314,3.14,0,7143,23,24,26,44,70,35,61,30,25
09:39:57,315,3.15,0,7131,23,32,31,27,63,41,28,31,62
09:39:59,307,3.07,0,7135,23,25,77,20,49,24,23,30,59
09:40:01,313,3.13,0,7141,23,22,52,47,64,27,37,34,29
09:40:03,306,3.06,0,7149,23,49,20,42,23,49,30,24,68
09:40:05,309,3.09,1,7149,23,100,28,30,27,34,34,27,30
09:40:07,318,3.18,0,7144,23,35,64,28,48,25,29,39,49
09:40:09,316,3.16,0,7156,23,66,33,28,45,60,35,34,14
09:40:11,314,3.14,0,7147,23,26,26,28,59,35,62,34,44
09:40:13,310,3.10,0,7146,23,59,43,43,29,24,29,28,55
09:40:15,343,3.43,1,7140,23,40,32,92,37,36,35,36,35
09:40:17,316,3.16,0,7147,23,74,23,57,31,30,37,38,25
09:40:19,309,3.09,0,7151,23,32,31,73,62,34,26,27,24
09:40:21,314,3.14,0,7160,23,23,24,73,34,27,63,35,36
09:40:23,311,3.11,0,7159,23,36,72,22,40,35,20,58,29
09:40:25,308,3.08,0,7170,23,30,57,63,38,34,30,19,37
09:40:27,313,3.13,0,7159,23,29,25,28,35,46,71,41,38
09:40:29,298,2.98,0,7160,23,42,30,24,26,25,47,25,79
09:40:31,305,3.05,0,7174,23,25,34,33,49,25,50,63,28
09:40:33,309,3.09,1,7147,23,29,30,32,38,90,32,24,34
09:40:35,317,3.17,0,7144,23,21,63,38,26,35,60,32,40
09:40:37,336,3.36,0,7135,23,30,41,66,69,23,23,44,40
09:40:39,310,3.10,0,7136,23,21,37,27,71,30,71,27,27
09:40:41,351,3.51,0,7142,23,45,37,44,29,36,47,79,34
09:40:43,308,3.08,0,7155,23,37,27,28,33,31,41,49,61
09:40:45,312,3.12,1,7162,23,38,84,24,28,40,42,33,23
09:40:47,339,3.39,0,7138,23,23,48,39,68,36,56,41,27
09:40:49,310,3.10,0,7148,23,32,38,28,22,31,69,64,25
09:40:51,430,4.30,0,7343,23,43,72,68,68,39,47,40,52
09:40:53,369,3.69,1,7132,23,38,51,70,83,31,21,40,35
09:40:55,300,3.00,0,7139,23,26,41,44,55,65,24,23,22
09:40:57,324,3.24,0,7128,23,25,28,43,62,52,37,38,39
09:40:59,305,3.05,0,7148,23,61,21,45,26,28,44,54,28
09:41:01,307,3.07,0,7151,23,40,77,23,27,33,23,48,36
09:41:03,311,3.11,1,7131,23,25,48,34,34,85,28,31,26
09:41:05,311,3.11,1,7141,23,26,90,41,32,35,26,33,28
09:41:07,324,3.24,0,7120,23,39,70,22,29,26,41,50,47
09:41:09,302,3.02,0,7138,23,33,32,33,56,31,29,20,67
09:41:11,314,3.14,0,7141,23,34,31,67,68,19,28,32,36
09:41:13,322,3.22,0,7147,23,69,34,58,34,45,22,32,28
09:41:15,323,3.23,0,7146,23,35,57,72,31,32,47,14,35
09:41:17,326,3.26,0,7140,23,22,30,53,75,26,58,28,34
09:41:19,304,3.04,0,7143,23,27,27,60,60,29,42,36,22
09:41:21,306,3.06,1,7141,23,51,25,30,80,22,42,25,32
09:41:23,306,3.06,0,7135,23,70,33,25,42,22,60,31,22
09:41:25,306,3.06,0,7140,23,59,27,34,55,32,42,28,31
09:41:27,313,3.13,1,7157,23,29,25,45,29,40,24,86,36
09:41:29,323,3.23,0,7140,23,34,22,24,77,36,26,36,68
09:41:31,310,3.10,1,7141,23,99,37,35,23,29,26,28,33
09:41:33,309,3.09,0,7136,23,62,26,21,26,73,41,28,32
09:41:35,325,3.25,0,7135,23,38,32,28,33,29,55,65,44
09:41:37,324,3.24,0,7141,23,37,26,32,33,31,50,65,50
09:41:39,311,3.11,0,7139,23,76,28,35,41,34,47,26,26
09:41:41,305,3.05,0,7139,23,62,29,31,23,30,60,34,35
09:41:43,325,3.25,0,7136,23,68,32,34,36,31,63,22,38
09:41:45,305,3.05,0,7147,23,37,58,24,53,23,43,40,27
09:41:47,329,3.29,1,7141,23,88,35,38,36,33,25,30,44
09:41:49,316,3.16,0,7151,23,39,36,26,33,53,32,65,32
09:41:51,307,3.07,0,7158,23,71,31,35,66,28,27,28,23
09:41:53,396,3.96,0,7243,23,73,32,63,36,43,52,36,61
09:41:55,382,3.82,0,7146,23,36,64,36,30,70,43,41,62
09:41:57,308,3.08,0,7147,23,23,35,38,64,67,25,34,21
09:41:59,309,3.09,0,7148,23,27,39,30,37,68,23,62,24
09:42:01,306,3.06,0,7163,23,35,18,28,36,52,64,27,45
09:42:03,313,3.13,0,7155,23,30,28,25,64,43,50,34,39
09:42:05,313,3.13,0,7154,23,63,22,31,40,54,31,36,36
09:42:07,333,3.33,1,7140,23,30,31,31,86,33,28,36,57
09:42:09,307,3.07,1,7138,23,26,36,34,34,24,31,22,100
09:42:11,309,3.09,0,7155,23,66,29,35,25,51,31,24,47
09:42:13,325,3.25,0,7138,23,32,32,34,34,42,53,38,60
09:42:15,314,3.14,0,7151,23,31,69,24,30,62,44,26,28
09:42:17,326,3.26,1,7145,23,29,24,41,22,95,30,46,40
09:42:19,346,3.46,0,7137,23,35,27,70,56,42,30,38,49
09:42:21,311,3.11,1,7147,23,32,24,32,31,29,97,31,35
09:42:23,325,3.25,0,7144,23,33,22,66,32,22,48,65,38
09:42:25,306,3.06,0,7156,23,28,29,73,31,33,30,58,24
09:42:27,317,3.17,0,7162,23,27,42,63,29,60,42,25,29
09:42:29,319,3.19,0,7145,23,31,64,25,47,37,24,62,28
09:42:31,329,3.29,0,7150,23,70,61,28,29,40,30,36,35
